targets, factors
Gene148, (!Gene866 & Gene10 & !Gene391) | (Gene10 & !Gene590 & Gene391) | (Gene866 & !Gene10 & !Gene590) | (Gene866 & Gene391)
Gene149, (!Gene438 & !Gene254 & !Gene780) | (!Gene604 & !Gene254) | (!Gene604 & Gene438 & !Gene780) | (Gene604 & Gene254 & Gene780)
Gene150, (!Gene227 & !Gene1 & !Gene741) | (!Gene1 & !Gene952 & Gene741) | (!Gene1 & Gene952 & !Gene741) | (Gene227 & !Gene952 & Gene741) | (Gene227 & Gene952 & !Gene741) | (Gene227 & Gene1 & Gene741)
Gene151, (!Gene983 & !Gene829 & Gene879) | (!Gene983 & !Gene829 & Gene794) | (!Gene983 & Gene829 & !Gene794 & !Gene879) | (Gene829 & Gene794 & Gene879) | (Gene983 & Gene829 & Gene879) | (Gene983 & Gene829 & Gene794)
Gene152, (!Gene750 & !Gene565 & Gene61) | (Gene750 & Gene565 & Gene61) | (Gene133 & Gene61) | (Gene133 & Gene750)
Gene153, (!Gene566 & Gene964 & Gene99) | (Gene231 & Gene99) | (!Gene566 & Gene231 & Gene964) | (Gene566 & !Gene231 & !Gene99)
Gene154, (!Gene388 & !Gene508 & !Gene381) | (!Gene738 & !Gene508) | (!Gene738 & Gene388 & !Gene381) | (Gene738 & !Gene388 & Gene508 & Gene381) | (Gene388 & !Gene508 & Gene381)
Gene155, (!Gene670 & Gene531) | (!Gene902 & Gene221 & Gene670 & !Gene531) | (Gene902 & !Gene221 & !Gene670) | (Gene902 & Gene531)
Gene156, (!Gene973 & !Gene381 & !Gene530) | (Gene926 & Gene381 & Gene530) | (Gene973 & !Gene926 & Gene530) | (Gene973 & Gene381)
Gene157, (!Gene196 & !Gene450 & Gene222) | (Gene586 & Gene450 & !Gene222) | (Gene196 & !Gene222) | (Gene586 & !Gene450 & Gene222)
Gene158, (!Gene78 & !Gene129 & Gene331) | (Gene816 & Gene129) | (Gene78 & !Gene129 & !Gene331)
Gene159, (!Gene879 & Gene749) | (!Gene635 & Gene930 & !Gene749) | (Gene635 & Gene749)
Gene160, (!Gene914 & !Gene688 & Gene321) | (!Gene651 & Gene688 & !Gene321) | (Gene914 & !Gene688 & !Gene321) | (Gene914 & !Gene651 & Gene688) | (Gene651 & !Gene688 & Gene321)
Gene161, (!Gene711 & !Gene255 & !Gene333 & Gene463) | (!Gene711 & !Gene255 & Gene333 & !Gene463) | (Gene711 & !Gene333 & !Gene463) | (Gene711 & Gene333 & Gene463) | (Gene711 & Gene255)
Gene162, (!Gene156 & !Gene477 & Gene379) | (Gene622 & !Gene477 & !Gene379) | (Gene622 & Gene477 & Gene379) | (Gene156 & !Gene477 & !Gene379) | (Gene156 & Gene477 & Gene379)
Gene163, (!Gene229 & !Gene49 & !Gene691) | (!Gene716 & Gene49 & Gene691) | (Gene229 & !Gene716 & Gene691) | (Gene229 & Gene49 & !Gene691) | (Gene716 & !Gene49 & !Gene691)
Gene164, (!Gene202 & !Gene613 & !Gene225) | (!Gene202 & Gene613 & !Gene486 & Gene225) | (!Gene202 & Gene486 & !Gene225) | (Gene202 & !Gene613 & !Gene486 & Gene225) | (!Gene613 & Gene486 & !Gene225) | (Gene202 & Gene613 & !Gene486 & !Gene225) | (Gene202 & Gene613 & Gene486 & Gene225)
Gene165, (!Gene881 & Gene194) | (Gene940 & !Gene194 & !Gene934) | (Gene881 & !Gene940 & Gene934)
Gene166, (!Gene470 & !Gene125) | (!Gene39 & Gene470 & Gene125) | (Gene39 & !Gene470 & !Gene219) | (Gene470 & Gene219 & Gene125)
Gene167, (!Gene744 & !Gene697 & !Gene481) | (!Gene19 & !Gene744 & Gene697 & Gene481) | (!Gene19 & !Gene697 & !Gene481) | (!Gene19 & Gene744 & !Gene697) | (Gene744 & Gene697 & !Gene481) | (Gene19 & Gene697 & !Gene481)
Gene168, (!Gene710 & !Gene457 & !Gene875) | (!Gene710 & !Gene457 & !Gene606) | (!Gene457 & Gene606 & !Gene875) | (Gene710 & Gene457)
Gene169, (!Gene348 & Gene91) | (!Gene523 & Gene870 & !Gene348) | (Gene523 & !Gene870 & !Gene91) | (Gene523 & Gene870 & Gene91)
Gene170, (!Gene893 & !Gene278) | (!Gene910 & Gene705 & !Gene278) | (Gene910 & !Gene893) | (Gene910 & Gene705 & Gene278)
Gene171, (!Gene483 & !Gene84 & !Gene830) | (!Gene36 & !Gene483 & Gene830) | (!Gene36 & !Gene84 & !Gene830) | (Gene483 & Gene84 & Gene830) | (Gene36 & !Gene483 & !Gene830)
Gene172, (!Gene593 & !Gene517 & !Gene821) | (!Gene593 & Gene517 & Gene821) | (!Gene537 & !Gene517 & !Gene821) | (Gene593 & Gene517 & !Gene821) | (Gene537 & !Gene593 & Gene821)
Gene173, (!Gene5 & !Gene763 & !Gene226) | (!Gene131 & Gene763 & !Gene226) | (Gene5 & Gene763 & Gene226) | (Gene131 & !Gene763 & Gene226)
Gene174, (!Gene100 & !Gene707 & !Gene808) | (!Gene458 & !Gene808) | (!Gene458 & !Gene100 & Gene707) | (!Gene458 & Gene100 & !Gene707) | (Gene458 & Gene100 & Gene707 & Gene808)
Gene175, (!Gene381 & !Gene338 & Gene374) | (!Gene381 & Gene338 & !Gene374) | (!Gene381 & !Gene857 & Gene374) | (Gene381 & Gene857 & !Gene338) | (Gene381 & Gene857 & Gene374)
Gene176, (Gene182 & !Gene590) | (Gene182 & Gene856) | (Gene934 & !Gene590)
Gene177, (!Gene835 & !Gene26 & Gene87) | (!Gene152 & Gene26 & Gene87) | (!Gene835 & Gene152 & Gene26 & !Gene87) | (Gene835 & !Gene152 & Gene26) | (Gene835 & Gene152 & !Gene26)
Gene178, (!Gene704 & !Gene4 & !Gene159) | (!Gene293 & !Gene704 & Gene159) | (!Gene293 & Gene704 & Gene4) | (Gene293 & !Gene704 & !Gene159) | (Gene293 & Gene704 & !Gene4 & Gene159)
Gene179, (!Gene201 & !Gene589 & !Gene687) | (!Gene193 & Gene589 & !Gene687) | (!Gene193 & Gene201 & Gene589) | (Gene193 & !Gene201 & Gene589 & Gene687) | (Gene193 & !Gene589 & !Gene687) | (Gene201 & Gene589 & !Gene687)
Gene180, (!Gene591 & !Gene134) | (!Gene591 & !Gene192 & Gene723) | (Gene591 & !Gene723 & Gene134) | (Gene591 & Gene192 & Gene134)
Gene181, (!Gene408 & !Gene838 & !Gene983) | (!Gene955 & !Gene408 & !Gene838) | (!Gene955 & Gene838 & !Gene983) | (Gene955 & !Gene838 & !Gene983) | (Gene955 & Gene408 & Gene983)
Gene182, (!Gene272 & !Gene566 & !Gene27) | (!Gene336 & !Gene566 & Gene27) | (!Gene336 & Gene272 & Gene566) | (Gene336 & !Gene272 & Gene566 & Gene27) | (Gene272 & !Gene566 & Gene27)
Gene183, (!Gene625 & !Gene940 & !Gene291) | (!Gene745 & !Gene291) | (!Gene745 & Gene625 & !Gene940) | (Gene745 & !Gene625 & Gene291)
Gene184, (!Gene197 & !Gene917) | (!Gene197 & Gene720 & !Gene778) | (!Gene720 & Gene778 & !Gene917) | (Gene720 & !Gene778 & !Gene917) | (Gene197 & Gene720 & Gene778 & Gene917)
Gene185, (!Gene268 & Gene444) | (!Gene968 & Gene268 & !Gene444 & Gene972) | (!Gene968 & Gene444 & !Gene972) | (Gene968 & Gene268 & !Gene444 & !Gene972) | (Gene968 & Gene444 & Gene972)
Gene186, (!Gene796 & !Gene689 & !Gene894) | (!Gene796 & !Gene689 & Gene612) | (Gene689 & !Gene612 & Gene894) | (Gene796 & !Gene612 & Gene894) | (Gene796 & Gene689 & !Gene612) | (Gene796 & Gene689 & Gene894)
Gene187, (!Gene663 & !Gene528 & !Gene638) | (!Gene663 & Gene906) | (!Gene528 & Gene906 & !Gene638) | (Gene663 & Gene528 & !Gene906 & !Gene638) | (Gene528 & Gene906 & Gene638)
Gene188, (!Gene475 & Gene498) | (!Gene680 & Gene475 & !Gene361 & !Gene498) | (Gene361 & Gene498) | (Gene680 & Gene498)
Gene189, (!Gene772 & !Gene429) | (!Gene653 & !Gene429 & Gene770) | (!Gene653 & Gene772 & Gene770) | (Gene653 & Gene429 & !Gene770)
Gene190, (!Gene460 & !Gene765 & Gene344) | (!Gene330 & Gene765 & !Gene344) | (!Gene460 & !Gene330 & Gene344) | (!Gene460 & Gene330 & !Gene765) | (Gene460 & !Gene330 & !Gene344) | (Gene460 & Gene765 & !Gene344)
Gene191, (!Gene667 & !Gene805) | (!Gene200 & !Gene667) | (Gene200 & !Gene395 & !Gene805) | (Gene200 & !Gene395 & Gene667)
Gene192, (!Gene970 & !Gene752 & Gene869) | (Gene970 & !Gene752 & !Gene869) | (!Gene342 & Gene970 & Gene752 & Gene869) | (Gene342 & Gene752 & !Gene869) | (Gene342 & !Gene970 & Gene869)
Gene193, (!Gene525 & !Gene97 & Gene31) | (!Gene192 & Gene97 & !Gene31) | (Gene525 & !Gene192 & !Gene31) | (Gene192 & !Gene97 & Gene31) | (Gene525 & Gene97 & !Gene31) | (Gene525 & Gene192 & Gene31)
Gene194, (!Gene398 & !Gene371 & !Gene164) | (!Gene398 & Gene164 & Gene909) | (!Gene371 & !Gene164 & Gene909) | (Gene398 & Gene371 & !Gene909) | (Gene371 & Gene164 & Gene909)
Gene195, (!Gene845 & !Gene493 & Gene959) | (!Gene334 & !Gene845 & Gene493 & !Gene959) | (Gene845 & !Gene493 & !Gene959) | (Gene334 & !Gene845 & Gene959) | (Gene334 & !Gene493 & Gene959) | (Gene334 & Gene845 & !Gene959)
Gene196, (!Gene186 & !Gene736 & !Gene735) | (Gene736 & Gene735) | (Gene630 & Gene736)
Gene197, (!Gene797 & !Gene597 & Gene367) | (!Gene797 & !Gene74 & Gene597 & !Gene367) | (Gene74 & !Gene597) | (Gene797 & !Gene74 & Gene597 & Gene367) | (Gene797 & Gene74 & !Gene367)
Gene198, (!Gene381 & !Gene540 & Gene557) | (!Gene381 & Gene540 & !Gene557) | (!Gene69 & !Gene381 & Gene557) | (Gene381 & !Gene540 & !Gene557) | (Gene69 & Gene540 & !Gene557)
Gene199, (!Gene182 & Gene164 & !Gene762) | (!Gene182 & !Gene578 & Gene164) | (Gene578 & !Gene164 & !Gene762) | (!Gene182 & Gene578 & !Gene164) | (Gene182 & !Gene578 & !Gene164 & Gene762) | (Gene182 & Gene578 & Gene164 & Gene762)
Gene200, (!Gene924 & Gene211 & !Gene798) | (Gene924 & Gene211 & Gene798) | (Gene706 & !Gene211 & !Gene798) | (Gene706 & !Gene924)
Gene201, (!Gene975 & !Gene739 & !Gene825) | (!Gene208 & !Gene975 & !Gene739) | (!Gene208 & !Gene739 & !Gene825) | (Gene975 & Gene739 & Gene825) | (Gene208 & !Gene975 & !Gene825) | (Gene208 & Gene975 & Gene825)
Gene202, (!Gene3 & Gene946 & !Gene895) | (!Gene3 & Gene907 & Gene895) | (Gene3 & !Gene907 & !Gene946) | (Gene3 & !Gene907 & Gene895) | (Gene907 & Gene946 & !Gene895)
Gene203, (!Gene55 & !Gene253) | (!Gene55 & Gene213) | (!Gene253 & !Gene213 & Gene910) | (Gene253 & Gene213 & Gene910)
Gene204, (!Gene421 & !Gene976 & !Gene789) | (!Gene421 & !Gene976 & Gene508) | (!Gene421 & Gene976 & !Gene508 & Gene789) | (Gene976 & Gene508 & !Gene789) | (Gene421 & !Gene976 & !Gene508 & Gene789) | (Gene421 & Gene976 & !Gene789)
Gene205, (!Gene370 & !Gene706 & Gene937) | (!Gene370 & !Gene848 & Gene706 & !Gene937) | (!Gene370 & Gene848 & !Gene706) | (Gene370 & Gene706 & Gene937) | (Gene848 & !Gene706 & Gene937) | (Gene370 & Gene848 & Gene706)
Gene206, (!Gene106 & Gene949) | (Gene106 & !Gene297 & !Gene949 & !Gene371) | (!Gene297 & Gene949 & Gene371) | (Gene106 & Gene297 & !Gene949 & Gene371) | (Gene297 & Gene949 & !Gene371)
Gene207, (!Gene369 & !Gene916) | (!Gene369 & !Gene229 & !Gene826) | (!Gene369 & Gene229 & Gene826) | (Gene826 & !Gene916)
Gene208, (!Gene716 & !Gene951 & !Gene549) | (!Gene716 & Gene951 & Gene549) | (Gene716 & !Gene951 & Gene549) | (Gene716 & Gene951 & Gene20)
Gene209, (!Gene422 & !Gene923) | (Gene923 & !Gene119 & Gene936) | (!Gene422 & Gene936) | (!Gene923 & Gene119 & !Gene936)
Gene210, (!Gene994 & !Gene17 & !Gene611 & !Gene846) | (!Gene994 & !Gene17 & Gene611 & Gene846) | (Gene17 & Gene611 & !Gene846) | (Gene994 & !Gene611 & Gene846) | (Gene994 & Gene611 & !Gene846) | (Gene994 & Gene17 & !Gene846)
Gene211, (!Gene948 & Gene712) | (!Gene702 & Gene948 & Gene330) | (!Gene702 & Gene712) | (Gene702 & Gene948 & !Gene712 & !Gene330)
Gene212, (!Gene667 & !Gene90 & !Gene481) | (!Gene518 & Gene481) | (!Gene90 & Gene518 & !Gene481) | (Gene667 & !Gene90 & Gene481)
Gene213, (!Gene591 & !Gene233) | (!Gene591 & !Gene787) | (Gene591 & !Gene204 & Gene787 & Gene233) | (Gene204 & Gene787 & !Gene233)
Gene214, (!Gene852 & !Gene750 & !Gene780 & Gene651) | (!Gene852 & !Gene750 & Gene780 & !Gene651) | (Gene852 & !Gene780 & !Gene651) | (Gene852 & Gene780 & Gene651) | (Gene852 & Gene750)
Gene215, (!Gene595 & !Gene589 & Gene828) | (Gene595 & !Gene589 & !Gene828) | (!Gene675 & Gene595 & Gene589 & Gene828) | (Gene675 & !Gene589) | (Gene675 & !Gene595 & !Gene828)
Gene216, (!Gene281 & !Gene507 & Gene251) | (!Gene650 & Gene507 & !Gene251) | (!Gene281 & !Gene650 & Gene251) | (Gene281 & !Gene507 & !Gene251) | (Gene650 & !Gene507 & Gene251)
Gene217, (!Gene968 & !Gene847 & Gene242) | (Gene968 & !Gene847 & !Gene242) | (Gene968 & Gene847 & Gene242) | (Gene744 & !Gene847 & Gene242) | (Gene968 & Gene744)
Gene218, (!Gene496 & !Gene654 & Gene660) | (!Gene903 & Gene654) | (!Gene496 & Gene903 & !Gene654) | (Gene496 & !Gene903 & !Gene660)
Gene219, (!Gene45 & !Gene766 & !Gene389) | (Gene804 & Gene766 & Gene389) | (Gene45 & Gene766 & !Gene389) | (Gene804 & !Gene766 & !Gene389) | (Gene45 & Gene804)
Gene220, (!Gene805 & !Gene285 & !Gene289) | (!Gene805 & Gene285 & Gene289) | (Gene805 & !Gene694 & !Gene285 & Gene289) | (Gene805 & Gene285 & !Gene289) | (Gene694 & Gene285 & Gene289)
Gene221, (!Gene199 & !Gene328 & !Gene177) | (!Gene199 & !Gene849 & !Gene328) | (!Gene849 & Gene328 & !Gene177) | (Gene849 & !Gene328 & !Gene177) | (Gene199 & Gene849 & !Gene328) | (Gene199 & Gene328 & !Gene177)
Gene222, (!Gene760 & !Gene91 & !Gene264) | (!Gene21 & Gene91 & Gene264) | (!Gene21 & !Gene91 & !Gene264) | (Gene760 & Gene264)
Gene223, (!Gene285 & !Gene528 & !Gene578) | (!Gene3 & !Gene528 & !Gene578) | (Gene285 & Gene528 & !Gene578) | (!Gene3 & Gene285 & Gene528) | (Gene3 & !Gene285 & !Gene528) | (Gene3 & Gene528 & !Gene578)
Gene224, (!Gene260 & !Gene867 & Gene337) | (!Gene486 & !Gene260 & Gene337) | (!Gene486 & Gene260 & !Gene337) | (Gene486 & !Gene260 & !Gene337) | (Gene486 & Gene260 & Gene867 & Gene337)
Gene225, (!Gene236 & !Gene397 & Gene750) | (!Gene236 & Gene397 & !Gene750) | (!Gene630 & Gene236 & Gene397 & Gene750) | (Gene630 & !Gene236 & !Gene750) | (Gene630 & !Gene397 & Gene750) | (Gene630 & Gene397 & !Gene750)
Gene226, (!Gene206 & !Gene990 & !Gene735) | (!Gene206 & Gene990 & !Gene704 & Gene735) | (Gene206 & !Gene990 & Gene735) | (Gene206 & Gene990 & !Gene735) | (Gene206 & Gene704 & Gene735)
Gene227, (!Gene368 & !Gene619 & !Gene141) | (Gene619 & Gene141) | (Gene833 & Gene619)
Gene228, (!Gene679 & Gene670 & Gene830) | (Gene679 & !Gene670 & Gene830) | (!Gene787 & Gene679 & Gene670) | (Gene787 & !Gene679 & !Gene670)
Gene229, (!Gene47 & !Gene864 & !Gene653) | (!Gene812 & !Gene47 & !Gene653) | (!Gene47 & Gene864 & Gene653) | (Gene812 & !Gene47 & Gene653) | (Gene812 & Gene47 & Gene864)
Gene230, (!Gene802 & !Gene155 & Gene322) | (!Gene591 & !Gene802 & Gene322) | (!Gene591 & Gene802 & !Gene155) | (Gene591 & Gene155 & !Gene322) | (Gene591 & Gene802 & Gene155)
Gene231, (!Gene173 & !Gene527 & !Gene985) | (Gene173 & Gene985) | (Gene418 & !Gene527 & !Gene985) | (Gene418 & Gene173)
Gene232, (!Gene559 & !Gene960 & !Gene584) | (!Gene559 & !Gene626 & Gene584) | (!Gene559 & Gene960 & Gene584) | (!Gene960 & Gene626 & !Gene584) | (Gene960 & !Gene626 & Gene584) | (Gene559 & Gene626 & !Gene584)
Gene233, (!Gene716 & !Gene184 & !Gene428) | (!Gene716 & !Gene51 & !Gene428) | (!Gene51 & Gene184 & Gene428) | (!Gene716 & Gene51 & !Gene184) | (Gene716 & !Gene51 & Gene428) | (Gene716 & Gene184 & Gene428)
Gene234, (!Gene328 & !Gene504 & Gene540) | (!Gene328 & Gene550) | (Gene328 & !Gene504 & !Gene550 & !Gene540) | (!Gene504 & Gene550 & Gene540) | (Gene328 & Gene504 & !Gene550 & Gene540)
Gene235, (!Gene888 & !Gene313 & !Gene941 & Gene550) | (!Gene888 & Gene941 & !Gene550) | (Gene313 & !Gene941 & !Gene550) | (Gene313 & Gene941 & Gene550) | (Gene888 & Gene313 & Gene550)
Gene236, (!Gene169 & !Gene475 & Gene987) | (!Gene169 & Gene475 & !Gene987) | (!Gene169 & !Gene411 & Gene987) | (Gene169 & Gene411 & !Gene475) | (Gene169 & Gene411 & Gene987)
Gene237, (!Gene18 & !Gene946 & !Gene182) | (!Gene18 & !Gene369 & !Gene182) | (!Gene369 & Gene946 & Gene182) | (Gene18 & !Gene369 & Gene182) | (Gene18 & Gene369 & Gene946)
Gene238, (!Gene684 & !Gene995) | (!Gene764 & Gene684 & Gene995) | (!Gene937 & Gene764 & !Gene684) | (Gene937 & Gene764 & !Gene995)
Gene239, (!Gene204 & !Gene607 & Gene146) | (!Gene204 & Gene607 & !Gene648 & !Gene146) | (Gene204 & Gene648) | (Gene204 & Gene607 & Gene146)
Gene240, (!Gene469 & Gene840) | (!Gene684 & Gene469 & !Gene840) | (!Gene684 & Gene953 & Gene840) | (Gene684 & !Gene469 & !Gene953)
Gene241, (!Gene691 & !Gene62 & !Gene46) | (!Gene135 & !Gene691 & !Gene46) | (!Gene135 & Gene62 & Gene46) | (Gene135 & !Gene62 & !Gene46) | (Gene135 & Gene691 & !Gene62) | (Gene135 & Gene691 & !Gene46)
Gene242, (!Gene124 & !Gene543 & Gene66) | (!Gene124 & Gene660) | (!Gene124 & Gene543 & !Gene66) | (Gene543 & Gene660)
Gene243, (!Gene253 & !Gene890) | (!Gene88 & Gene380) | (Gene380 & Gene253 & Gene890)
Gene244, (!Gene183 & !Gene185) | (!Gene183 & !Gene351) | (!Gene816 & !Gene351 & Gene185) | (!Gene816 & Gene351 & !Gene185)
Gene245, (!Gene882 & !Gene547) | (!Gene330 & !Gene568) | (!Gene330 & Gene882 & Gene547)
Gene246, (!Gene212 & Gene497) | (!Gene244 & Gene497 & !Gene796) | (Gene244 & !Gene497 & !Gene796) | (Gene244 & Gene212 & !Gene497)
Gene247, (!Gene398 & !Gene73 & !Gene353 & !Gene860) | (Gene353 & Gene860) | (!Gene398 & Gene73 & Gene860) | (!Gene398 & Gene73 & Gene353) | (Gene398 & !Gene73 & Gene353)
Gene248, (!Gene943 & !Gene598 & Gene600) | (Gene943 & Gene598 & Gene600) | (Gene873 & Gene600) | (Gene873 & Gene943)
Gene249, (!Gene170 & !Gene206) | (!Gene170 & !Gene886 & Gene343) | (Gene170 & !Gene886 & !Gene343 & Gene206) | (Gene886 & !Gene206)
Gene250, (!Gene368 & !Gene410 & !Gene581) | (Gene106 & !Gene410) | (!Gene368 & Gene106 & !Gene581) | (Gene368 & !Gene106 & Gene410)
Gene251, (!Gene1 & Gene337 & !Gene936) | (!Gene736 & Gene337 & Gene936) | (Gene736 & !Gene337 & Gene936) | (Gene1 & !Gene736 & !Gene337 & !Gene936) | (Gene736 & Gene337 & !Gene936)
Gene252, (!Gene52 & !Gene288 & !Gene4) | (!Gene288 & Gene4 & Gene574) | (Gene288 & Gene4 & !Gene574) | (!Gene52 & Gene4 & Gene574) | (Gene52 & Gene288 & !Gene574)
Gene253, (!Gene999 & !Gene132 & !Gene345) | (!Gene39 & !Gene345) | (!Gene39 & Gene132) | (Gene999 & Gene132 & Gene345)
Gene254, (!Gene340 & !Gene271 & Gene370) | (!Gene697 & Gene370) | (!Gene697 & Gene340 & Gene271) | (Gene697 & !Gene340 & Gene271 & !Gene370) | (Gene340 & Gene271 & Gene370)
Gene255, (!Gene504 & !Gene981 & !Gene341) | (!Gene881 & !Gene504 & !Gene981) | (!Gene881 & Gene981 & !Gene341) | (Gene504 & Gene981 & Gene341) | (Gene881 & !Gene981 & !Gene341)
Gene256, (!Gene328 & Gene967) | (!Gene42 & Gene328 & Gene864 & !Gene967) | (Gene42 & !Gene328) | (Gene42 & Gene864 & Gene967)
Gene257, (!Gene348 & !Gene130 & Gene448) | (!Gene348 & Gene130 & !Gene448) | (Gene747 & Gene130) | (Gene348 & !Gene747 & !Gene130 & !Gene448)
Gene258, (!Gene225 & Gene119) | (!Gene8 & !Gene225 & Gene368) | (!Gene8 & !Gene368 & Gene119) | (Gene8 & !Gene225 & !Gene368) | (Gene8 & Gene225 & Gene368 & !Gene119)
Gene259, (!Gene42 & Gene79 & Gene896) | (Gene383 & !Gene79 & !Gene896) | (!Gene42 & Gene383 & !Gene896) | (Gene42 & !Gene79 & !Gene896) | (Gene42 & !Gene383 & !Gene79) | (Gene383 & Gene79 & Gene896)
Gene260, (!Gene709 & !Gene644) | (Gene644 & Gene345 & !Gene998) | (Gene709 & Gene644 & !Gene998) | (Gene709 & Gene644 & !Gene345)
Gene261, (!Gene158 & !Gene804 & !Gene6 & !Gene521) | (!Gene158 & Gene804 & !Gene6 & Gene521) | (Gene804 & Gene6 & !Gene521) | (Gene158 & !Gene804 & Gene521) | (Gene158 & Gene6 & !Gene521) | (Gene158 & Gene804 & !Gene521)
Gene262, (!Gene668 & !Gene885 & !Gene628) | (!Gene977 & Gene885 & !Gene628) | (Gene668 & !Gene885 & Gene628) | (Gene977 & !Gene885 & !Gene628) | (Gene668 & Gene885 & !Gene628)
Gene263, (!Gene81 & !Gene335 & !Gene768) | (!Gene81 & !Gene335 & Gene365) | (Gene335 & Gene768 & !Gene365) | (!Gene335 & !Gene768 & Gene365) | (Gene81 & !Gene768 & Gene365) | (Gene81 & Gene335 & Gene365)
Gene264, (!Gene958 & Gene543 & !Gene335) | (!Gene491 & Gene543 & Gene335) | (Gene491 & !Gene543 & Gene335) | (Gene491 & Gene543 & !Gene335) | (Gene958 & Gene543 & Gene335)
Gene265, (!Gene114 & !Gene655 & !Gene374 & !Gene740) | (!Gene655 & Gene374 & Gene740) | (Gene655 & !Gene374 & Gene740) | (!Gene114 & Gene374 & Gene740) | (Gene114 & !Gene655 & Gene374) | (Gene114 & Gene655 & !Gene374)
Gene266, (!Gene158 & !Gene14 & !Gene743) | (!Gene970 & !Gene14 & Gene743) | (!Gene970 & Gene14 & !Gene743) | (!Gene158 & Gene970 & Gene14 & Gene743) | (Gene158 & !Gene970 & Gene743)
Gene267, (!Gene85 & Gene971 & !Gene335) | (!Gene85 & Gene657 & !Gene335) | (Gene657 & !Gene971 & Gene335) | (Gene85 & !Gene971 & Gene335) | (Gene657 & Gene971 & !Gene335) | (Gene85 & Gene657 & Gene335)
Gene268, (!Gene349 & !Gene930 & !Gene412) | (Gene246 & !Gene930) | (Gene246 & !Gene412) | (Gene349 & !Gene930 & Gene412)
Gene269, (!Gene310 & !Gene414 & !Gene780) | (!Gene310 & !Gene414 & Gene739) | (Gene414 & !Gene780 & Gene739) | (Gene310 & Gene780 & !Gene739) | (Gene310 & Gene414 & Gene739)
Gene270, (!Gene183 & !Gene909) | (!Gene678 & !Gene183 & Gene284) | (Gene678 & !Gene183 & !Gene284) | (Gene678 & !Gene909)
Gene271, (!Gene9 & !Gene842 & !Gene834) | (!Gene48 & !Gene9 & Gene834) | (!Gene48 & Gene842 & Gene834) | (!Gene9 & Gene842 & Gene834) | (Gene48 & Gene9 & !Gene842 & Gene834) | (Gene48 & Gene9 & Gene842 & !Gene834)
Gene272, (!Gene441 & !Gene636 & !Gene744) | (!Gene636 & Gene865 & Gene744) | (Gene636 & !Gene865 & Gene744) | (Gene441 & Gene636 & !Gene865) | (Gene441 & Gene865 & Gene744)
Gene273, (!Gene291 & !Gene117 & Gene283) | (Gene186 & !Gene283) | (Gene291 & !Gene117 & !Gene283) | (Gene291 & !Gene186 & Gene117 & Gene283)
Gene274, (!Gene360 & !Gene480) | (!Gene177 & !Gene360 & !Gene292) | (!Gene177 & !Gene480 & Gene292) | (Gene177 & !Gene480 & !Gene292) | (Gene177 & Gene360 & !Gene292)
Gene275, (!Gene274 & Gene851 & !Gene161) | (!Gene138 & Gene851) | (!Gene138 & Gene274) | (Gene274 & !Gene851 & Gene161)
Gene276, (!Gene96 & !Gene874 & !Gene799) | (!Gene96 & !Gene20 & Gene799) | (!Gene874 & Gene20 & !Gene799) | (Gene96 & !Gene874 & Gene20) | (Gene874 & !Gene20 & Gene799) | (Gene96 & Gene20 & !Gene799)
Gene277, (!Gene594 & !Gene807 & Gene254) | (!Gene594 & Gene807 & !Gene254) | (Gene594 & !Gene807 & !Gene254) | (!Gene371 & Gene594 & Gene807 & Gene254) | (Gene371 & !Gene807 & !Gene254)
Gene278, (!Gene918 & !Gene892 & !Gene607) | (!Gene603 & Gene892 & Gene607) | (Gene918 & Gene607) | (Gene603 & !Gene892 & !Gene607)
Gene279, (!Gene761 & !Gene933) | (!Gene880 & Gene761 & Gene933) | (!Gene58 & Gene880 & !Gene761) | (Gene58 & !Gene880 & !Gene933)
Gene280, (!Gene348 & !Gene76 & !Gene929) | (!Gene494 & Gene76 & Gene929) | (!Gene348 & Gene494 & !Gene929) | (!Gene348 & Gene76 & Gene929) | (Gene348 & !Gene494 & Gene929) | (Gene494 & !Gene76 & !Gene929)
Gene281, (!Gene65 & !Gene949 & Gene803) | (!Gene938 & Gene65 & Gene949) | (Gene938 & !Gene65 & !Gene949) | (Gene938 & Gene803)
Gene282, (!Gene334 & !Gene835) | (!Gene835 & Gene792) | (!Gene468 & Gene334 & Gene792) | (Gene468 & Gene334 & Gene835 & !Gene792)
Gene283, (!Gene228 & !Gene787 & !Gene975 & Gene994) | (!Gene228 & !Gene787 & Gene975 & !Gene994) | (Gene787 & !Gene975 & !Gene994) | (Gene787 & Gene975 & Gene994) | (Gene228 & Gene975 & Gene994) | (Gene228 & Gene787 & !Gene994)
Gene284, (!Gene556 & !Gene14) | (!Gene14 & Gene525) | (Gene556 & Gene445 & Gene14)
Gene285, (!Gene213 & !Gene639 & !Gene765) | (Gene213 & !Gene639 & Gene765) | (!Gene857 & Gene213 & Gene765) | (Gene857 & !Gene639) | (Gene857 & !Gene213 & Gene765)
Gene286, (!Gene712 & Gene518) | (!Gene528 & Gene518 & Gene370) | (Gene528 & !Gene518 & !Gene370) | (Gene528 & !Gene712)
Gene287, (!Gene748 & !Gene529) | (!Gene794 & Gene748 & Gene529) | (Gene794 & !Gene529 & Gene782) | (Gene748 & Gene529 & Gene782)
